Name,Location,Ratings,Category,Category Details,Points,Pricing
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスキング（禁煙）,ダブル 45平米,ポイント15%分利用で,"86,020円～2名税込 73,120円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスキング（禁煙）,ダブル 45平米,ポイント23%分利用+割引で,"140,668円～朝食付 2名税込 94,253円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスキング（禁煙）,ダブル 45平米,ポイント20%分利用+割引で,"170,178円～夕食付 2名税込 118,455円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスキング with バルコニー（禁煙）,ダブル 45平米,ポイント20%分利用+割引で,"129,030円～2名税込 98,079円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスキング with バルコニー（禁煙）,ダブル 45平米,ポイント23%分利用+割引で,"163,438円～朝食付 2名税込 109,509円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスキング with バルコニー（禁煙）,ダブル 45平米,ポイント20%分利用+割引で,"192,870円～夕食付 2名税込 134,257円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスツイン with バルコニー（禁煙）,ツイン 45平米,ポイント20%分利用+割引で,"129,030円～2名税込 98,079円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスツイン with バルコニー（禁煙）,ツイン 45平米,ポイント23%分利用+割引で,"163,438円～朝食付 2名税込 109,509円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,デラックスツイン with バルコニー（禁煙）,ツイン 45平米,ポイント20%分利用+割引で,"192,870円～夕食付 2名税込 134,257円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,グランドデラックスツイン（禁煙）,ツイン 55平米,ポイント15%分利用で,"137,886円～2名税込 117,216円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,クラブデラックスキング with バルコニー（禁煙）,ダブル 45平米,ポイント23%分利用+割引で,"178,366円～朝食付 2名税込 119,506円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,クラブデラックスツイン with バルコニー（禁煙）,ツイン 45平米,ポイント23%分利用+割引で,"180,896円～朝食付 2名税込 121,201円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,クラブグランドデラックスツイン（禁煙）,ツイン 55平米,ポイント23%分利用+割引で,"193,546円～朝食付 2名税込 129,677円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,クラブグランドデラックスキング with バルコニー（禁煙）,ダブル 55平米,ポイント20%分利用+割引で,"215,050円～朝食付 2名税込 149,694円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,エグゼクティブスイート（キング）,ダブル 75平米,ポイント20%分利用+割引で,"278,300円～朝食付 2名税込 193,701円～"
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],4.75- 最高（234件）,プレミアスイート（キング）,ダブル 90平米,ポイント20%分利用+割引で,"379,500円～朝食付 2名税込 264,145円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー ツインルーム　禁煙,ツイン 21平米,ポイント25%分利用で,"17,758円～2名税込 13,333円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー ツインルーム　禁煙,ツイン 21平米,ポイント25%分利用で,"21,984円～朝食付 2名税込 16,509円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,アネックスタワー ツイン　禁煙,ツイン 20.4平米,ポイント25%分利用で,"17,758円～2名税込 13,333円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,アネックスタワー ツイン　禁煙,ツイン 20.4平米,ポイント25%分利用で,"21,984円～朝食付 2名税込 16,509円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー ツインルーム（18～27階）禁煙,ツイン 21平米,ポイント25%分利用で,"18,746円～2名税込 14,071円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー ツインルーム（18～27階）禁煙,ツイン 21平米,ポイント25%分利用で,"22,970円～朝食付 2名税込 17,245円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,アネックスタワー ダブルルーム 禁煙,ダブル 20.41平米／ダブルルーム　禁煙部屋,ポイント25%分利用で,"18,746円～2名税込 14,071円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,アネックスタワー ダブルルーム 禁煙,ダブル 20.41平米／ダブルルーム　禁煙部屋,ポイント25%分利用で,"22,970円～朝食付 2名税込 17,245円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー コーナーツインルーム（6～16階）～3名禁煙,トリプル 26.5平米,ポイント25%分利用で,"19,486円～2名税込 14,636円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー コーナーツインルーム（6～16階）～3名禁煙,トリプル 26.5平米,ポイント25%分利用で,"23,712円～朝食付 2名税込 17,787円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー ツインルーム（17階）喫煙,ツイン 21平米,ポイント25%分利用で,"20,188円～2名税込 15,163円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー ツインルーム（17階）喫煙,ツイン 21平米,ポイント25%分利用で,"22,970円～朝食付 2名税込 17,245円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー ツインルーム（32階）喫煙,ツイン 21平米,ポイント25%分利用で,"20,196円～2名税込 15,171円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー ツインルーム（32階）喫煙,ツイン 21平米,ポイント25%分利用で,"25,930円～朝食付 2名税込 19,455円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー 高層階ツインルーム　禁煙,ツイン 21平米,ポイント25%分利用で,"21,204円～2名税込 15,904円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー 高層階ツインルーム　禁煙,ツイン 21平米,ポイント25%分利用で,"25,930円～朝食付 2名税込 19,455円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,アネックスタワー 高層階ダブルルーム 禁煙,ダブル 20.41平米／ダブルルーム高層階　禁煙部屋,ポイント25%分利用で,"22,264円～2名税込 16,714円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,アネックスタワー 高層階ダブルルーム 禁煙,ダブル 20.41平米／ダブルルーム高層階　禁煙部屋,ポイント25%分利用で,"25,930円～朝食付 2名税込 19,455円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー【プレミアフロア】ダブルルーム37階喫煙,ダブル 21平米,ポイント25%分利用で,"23,870円～2名税込 17,920円～"
品川プリンスホテル,東京都・品川駅（高輪口）より徒歩にて約2分 [全2378室],3.84（697件）,メインタワー【プレミアフロア】ダブルルーム37階喫煙,ダブル 21平米,ポイント25%分利用で,"29,880円～朝食付 2名税込 22,430円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】スタンダード ダブル 禁煙,ダブル 27.3平米,ポイント15%分利用で,"39,900円～2名税込 33,915円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】スタンダード ダブル 禁煙,ダブル 27.3平米,ポイント15%分利用で,"48,220円～朝食付 2名税込 40,990円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】スタンダード ツイン 禁煙,ツイン 27.3平米,ポイント15%分利用で,"39,900円～2名税込 33,915円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】スタンダード ツイン 禁煙,ツイン 27.3平米,ポイント15%分利用で,"48,220円～朝食付 2名税込 40,990円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】スタンダード 日本庭園側 ダブル 禁煙,ダブル 27.3平米,ポイント15%分利用で,"43,400円～2名税込 36,890円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】スタンダード 日本庭園側 ダブル 禁煙,ダブル 27.3平米,ポイント15%分利用で,"52,016円～朝食付 2名税込 44,216円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】スタンダード 日本庭園側 ツイン 禁煙,ツイン 27.3平米,ポイント15%分利用で,"43,400円～2名税込 36,890円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】スタンダード 日本庭園側 ツイン 禁煙,ツイン 27.3平米,ポイント15%分利用で,"52,016円～朝食付 2名税込 44,216円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】スタンダード ダブル 禁煙,ダブル 36平米,ポイント15%分利用で,"49,900円～2名税込 42,415円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】スタンダード ダブル 禁煙,ダブル 36平米,ポイント15%分利用で,"54,780円～朝食付 2名税込 46,575円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】スタンダード ダブル 禁煙,ダブル 36平米,ポイント15%分利用で,"79,300円～夕朝食付 2名税込 67,405円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】スタンダード ツイン 禁煙,ツイン 36平米,ポイント15%分利用で,"49,900円～2名税込 42,415円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】スタンダード ツイン 禁煙,ツイン 36平米,ポイント15%分利用で,"54,780円～朝食付 2名税込 46,575円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】スタンダード ツイン 禁煙,ツイン 36平米,ポイント15%分利用で,"79,300円～夕朝食付 2名税込 67,405円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】スタンダード ツイン 喫煙,ツイン 36平米,ポイント15%分利用で,"49,900円～2名税込 42,415円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】スタンダード ツイン 喫煙,ツイン 36平米,ポイント15%分利用で,"58,300円～朝食付 2名税込 49,555円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】新江戸スタンダード ダブル 禁煙,ダブル 36平米,ポイント15%分利用で,"56,400円～2名税込 47,940円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】新江戸スタンダード ダブル 禁煙,ダブル 36平米,ポイント15%分利用で,"64,800円～朝食付 2名税込 55,080円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】新江戸スタンダード ツイン 禁煙,ツイン 36平米,ポイント15%分利用で,"56,400円～2名税込 47,940円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ザ・メイン】新江戸スタンダード ツイン 禁煙,ツイン 36平米,ポイント15%分利用で,"64,800円～朝食付 2名税込 55,080円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】デラックス ダブル 禁煙,ダブル 50.2～60.9平米,ポイント15%分利用で,"57,900円～2名税込 49,215円～"
ホテルニューオータニ,東京都・赤坂見附駅 徒歩3分 [全1474室],4.46- 良い（441件）,【ガーデンタワー】デラックス ダブル 禁煙,ダブル 50.2～60.9平米,ポイント15%分利用で,"65,930円～朝食付 2名税込 56,045円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム（ビューバス）ツイン　【禁煙】,ツイン 48平米,ポイント10%分利用で,"75,267円～2名税込 67,747円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム（ビューバス）ツイン　【禁煙】,ツイン 48平米,ポイント10%分利用で,"84,729円～朝食付 2名税込 76,259円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム（ビューバス）キング　【禁煙】,ダブル 48平米,ポイント10%分利用で,"75,267円～2名税込 67,747円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム（ビューバス）キング　【禁煙】,ダブル 48平米,ポイント10%分利用で,"84,729円～朝食付 2名税込 76,259円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム（ビューバス）キングアッパーフロア【禁煙】,ダブル 48平米,ポイント10%分利用で,"78,493円～2名税込 70,653円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム（ビューバス）キングアッパーフロア【禁煙】,ダブル 48平米,ポイント10%分利用で,"87,955円～朝食付 2名税込 79,165円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム（ビューバス）ツインアッパーフロア【禁煙】,ツイン 48平米,ポイント10%分利用で,"78,493円～2名税込 70,653円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム（ビューバス）ツインアッパーフロア【禁煙】,ツイン 48平米,ポイント10%分利用で,"87,955円～朝食付 2名税込 79,165円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム　ツイン　【禁煙】,ツイン 48平米,ポイント10%分利用で,"84,729円～朝食付 2名税込 76,259円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージルーム　ツイン　アッパーフロア　【禁煙】,ツイン 48平米,ポイント10%分利用で,"87,955円～朝食付 2名税込 79,165円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージコーナー　ツイン　【禁煙】,ツイン 56平米,ポイント10%分利用で,"93,331円～朝食付 2名税込 84,001円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,プレステージコーナー　キング　【禁煙】,ダブル 56平米,ポイント10%分利用で,"93,331円～朝食付 2名税込 84,001円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,クラブルーム（ビューバス）ツイン　【禁煙】,ツイン 48平米,ポイント10%分利用で,"104,084円～朝食付 2名税込 93,684円～"
The Okura Tokyo,東京都・虎ノ門 [全508室],4.74- 最高（678件）,クラブルーム（ビューバス）キング　【禁煙】,ダブル 48平米,ポイント10%分利用で,"104,084円～朝食付 2名税込 93,684円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】デラックスキングルーム,ダブル 50平米,ポイント2%分利用+割引で,"107,524円～2名税込 84,300円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】デラックスキングルーム,ダブル 50平米,ポイント2%分利用+割引で,"123,210円～朝食付 2名税込 96,598円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】デラックスツインルーム,ツイン 50平米,ポイント2%分利用+割引で,"107,524円～2名税込 84,300円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】デラックスツインルーム,ツイン 50平米,ポイント2%分利用+割引で,"123,210円～朝食付 2名税込 96,598円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】デラックス インペリアルガーデンビューキングルーム,ダブル 50平米,ポイント2%分利用+割引で,"113,850円～2名税込 89,260円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】デラックス インペリアルガーデンビューキングルーム,ダブル 50平米,ポイント2%分利用+割引で,"129,536円～朝食付 2名税込 101,558円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】デラックス インペリアルガーデンビューツインルーム,ツイン 50平米,ポイント2%分利用+割引で,"113,850円～2名税込 89,260円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】デラックス インペリアルガーデンビューツインルーム,ツイン 50平米,ポイント2%分利用+割引で,"129,536円～朝食付 2名税込 101,558円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】プレミアルーム,ダブル 68平米,ポイント2%分利用+割引で,"132,824円～2名税込 104,136円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】プレミアルーム,ダブル 68平米,ポイント2%分利用+割引で,"148,510円～朝食付 2名税込 116,432円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,ホライゾンデラックスキングルーム,ダブル 50平米,ポイント2%分利用+割引で,"151,800円～朝食付 2名税込 119,012円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,ホライゾンデラックスインペリアルガーデンビューキングルーム,ダブル 50平米,ポイント2%分利用+割引で,"158,124円～朝食付 2名税込 123,970円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,ホライゾンデラックスインペリアルガーデンビューツインルーム,ツイン 50平米,ポイント2%分利用+割引で,"158,124円～朝食付 2名税込 123,970円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,ホライゾンデラックスツインルーム,ツイン 50平米,ポイント2%分利用+割引で,"164,450円～朝食付 2名税込 128,930円～"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],4.62- すばらしい（301件）,【禁煙】エグゼクティブスイート,ダブル 68平米,ポイント2%分利用+割引で,"170,774円～朝食付 2名税込 133,888円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,低層階ツインルーム【禁煙指定】,ツイン 33平米,ポイント10%分利用で,"20,400円～2名税込 18,360円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,低層階ツインルーム【禁煙指定】,ツイン 33平米,ポイント10%分利用で,"26,000円～朝食付 2名税込 23,400円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,高層階ダブルルーム【喫煙】,ダブル 26平米,ポイント10%分利用で,"21,300円～2名税込 19,170円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,高層階ダブルルーム【喫煙】,ダブル 26平米,ポイント10%分利用で,"27,800円～朝食付 2名税込 25,020円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,高層階ダブルルーム【禁煙指定】,ダブル 26平米,ポイント10%分利用で,"21,300円～2名税込 19,170円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,高層階ダブルルーム【禁煙指定】,ダブル 26平米,ポイント10%分利用で,"27,800円～朝食付 2名税込 25,020円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,低層階ツインルーム【喫煙】,ツイン 33平米,ポイント10%分利用で,"21,300円～2名税込 19,170円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,低層階ツインルーム【喫煙】,ツイン 33平米,ポイント10%分利用で,"27,800円～朝食付 2名税込 25,020円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,高層階ツインルーム【禁煙指定】,ツイン 33平米,ポイント10%分利用で,"21,700円～2名税込 19,530円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,高層階ツインルーム【禁煙指定】,ツイン 33平米,ポイント10%分利用で,"27,300円～朝食付 2名税込 24,570円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,低層階ダブルルーム【禁煙指定】,ダブル 26平米,ポイント5%分利用で,"21,300円～2名税込 20,235円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,低層階ダブルルーム【禁煙指定】,ダブル 26平米,ポイント5%分利用で,"27,800円～朝食付 2名税込 26,410円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,高層階ツインルーム【喫煙】,ツイン 33平米,ポイント10%分利用で,"22,600円～2名税込 20,340円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,高層階ツインルーム【喫煙】,ツイン 33平米,ポイント10%分利用で,"29,100円～朝食付 2名税込 26,190円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,デラックスダブルルーム【禁煙指定】,ダブル 33平米,ポイント10%分利用で,"29,100円～朝食付 2名税込 26,190円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,デラックスダブルルーム【禁煙指定】,ダブル 33平米,ポイント5%分利用で,"33,300円～2名税込 31,635円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,デラックスダブルルーム【喫煙】,ダブル 33平米,ポイント5%分利用で,"30,300円～朝食付 2名税込 28,785円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,デラックスダブルルーム【喫煙】,ダブル 33平米,ポイント5%分利用で,"33,300円～2名税込 31,635円～"
東京ドームホテル,東京都・水道橋駅 徒歩2分 [全1006室],4.30- 良い（555件）,プレミアムルーム ツイン：35～38階・ミニバー無料,ツイン 33平米,ポイント10%分利用で,"32,140円～朝食付 2名税込 28,930円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,＜タワー館＞ハイフロア スタンダード ツイン（禁煙）,ツイン 30平米,ポイント7%分利用で,"50,000円～2名税込 46,500円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,＜タワー館＞ハイフロア スタンダード ツイン（禁煙）,ツイン 30平米,ポイント7%分利用で,"61,000円～朝食付 2名税込 56,730円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,＜タワー館＞ハイフロア スタンダード ダブル（禁煙）,ダブル 30平米,ポイント7%分利用で,"50,000円～2名税込 46,500円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,＜タワー館＞ハイフロア スタンダード ダブル（禁煙）,ダブル 30平米,ポイント7%分利用で,"61,000円～朝食付 2名税込 56,730円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】スーペリア ツイン,ツイン 32平米,ポイント25%分利用で,"66,900円～2名税込 50,175円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】スーペリア ツイン,ツイン 32平米,ポイント25%分利用で,"77,900円～朝食付 2名税込 58,425円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】スーペリア ダブル,ダブル 32平米,ポイント25%分利用で,"66,900円～2名税込 50,175円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】スーペリア ダブル,ダブル 32平米,ポイント25%分利用で,"77,900円～朝食付 2名税込 58,425円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】デラックス ツイン,ツイン 42平米,ポイント25%分利用で,"80,200円～2名税込 60,150円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】デラックス ツイン,ツイン 42平米,ポイント25%分利用で,"91,200円～朝食付 2名税込 68,400円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】デラックス ダブル,ダブル 42平米,ポイント25%分利用で,"80,200円～2名税込 60,150円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】デラックス ダブル,ダブル 42平米,ポイント25%分利用で,"91,200円～朝食付 2名税込 68,400円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【インペリアルフロア】スーペリア ダブル（禁煙）,ダブル 32平米,ポイント25%分利用で,"88,900円～朝食付 2名税込 66,675円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】デラックス パークビュー ツイン,ツイン 42平米,ポイント25%分利用で,"95,900円～2名税込 71,925円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】デラックス パークビュー ツイン,ツイン 42平米,ポイント25%分利用で,"106,900円～朝食付 2名税込 80,175円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】デラックス パークビュー ダブル,ダブル 42平米,ポイント25%分利用で,"95,900円～2名税込 71,925円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【レギュラーフロア】デラックス パークビュー ダブル,ダブル 42平米,ポイント25%分利用で,"106,900円～朝食付 2名税込 80,175円～"
帝国ホテル 東京,東京都・日比谷 [全651室],4.65- すばらしい（464件）,【インペリアルフロア】デラックス ツイン（禁煙）,ツイン 42平米,ポイント25%分利用で,"110,200円～朝食付 2名税込 82,650円～"
THE KITANO HOTEL TOKYO,東京都・永田町 [全70室],4.43- 良い（62件）,スーペリアキング,ダブル 36平米,ポイント30%分利用で,"50,000円～2名税込 35,000円～"
THE KITANO HOTEL TOKYO,東京都・永田町 [全70室],4.43- 良い（62件）,スーペリアキング,ダブル 36平米,ポイント30%分利用で,"61,400円～朝食付 2名税込 42,980円～"
THE KITANO HOTEL TOKYO,東京都・永田町 [全70室],4.43- 良い（62件）,スーペリアキング,ダブル 36平米,ポイント35%分利用で,"86,400円～夕朝食付 2名税込 56,160円～"
